# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2022-04-25 05:40:49 EDT       (sdww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 09427520 COLORADO RIVER BELOW PARKER DAM, AZ-CA
# -----------------------------------------------------------------------------------
#
# Data provided for site 09427520
#            TS   parameter     statistic     Description
#          5403       00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output:
#     A  Approved for publication -- Processing and review completed.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	5403_00060_00003	5403_00060_00003_cd
USGS	09427520	2016-09-19	7970	A
USGS	09427520	2016-09-20	6580	A
USGS	09427520	2016-09-21	5440	A
USGS	09427520	2016-09-22	5220	A
USGS	09427520	2016-09-23	8130	A
USGS	09427520	2016-09-24	9200	A
USGS	09427520	2016-09-25	10300	A
USGS	09427520	2016-09-26	10500	A
USGS	09427520	2016-09-27	10900	A
USGS	09427520	2016-09-28	7800	A
USGS	09427520	2016-09-29	4740	A
USGS	09427520	2016-09-30	8370	A
USGS	09427520	2016-10-01	7940	A
USGS	09427520	2016-10-02	9330	A
USGS	09427520	2016-10-03	9270	A
USGS	09427520	2016-10-04	8920	A
USGS	09427520	2016-10-05	6810	A
USGS	09427520	2016-10-06	4000	A
USGS	09427520	2016-10-07	7140	A
USGS	09427520	2016-10-08	8700	A
USGS	09427520	2016-10-09	9130	A
USGS	09427520	2016-10-10	8160	A
USGS	09427520	2016-10-11	7870	A
USGS	09427520	2016-10-12	6660	A
USGS	09427520	2016-10-13	5550	A
USGS	09427520	2016-10-14	7930	A
USGS	09427520	2016-10-15	7840	A
USGS	09427520	2016-10-16	8560	A
USGS	09427520	2016-10-17	9030	A
USGS	09427520	2016-10-18	9130	A
USGS	09427520	2016-10-19	7740	A
USGS	09427520	2016-10-20	5420	A
USGS	09427520	2016-10-21	8870	A
USGS	09427520	2016-10-22	7920	A
USGS	09427520	2016-10-23	8410	A
USGS	09427520	2016-10-24	8220	A
USGS	09427520	2016-10-25	7160	A
USGS	09427520	2016-10-26	5720	A
USGS	09427520	2016-10-27	4370	A
USGS	09427520	2016-10-28	6870	A
USGS	09427520	2016-10-29	7390	A
USGS	09427520	2016-10-30	8320	A
USGS	09427520	2016-10-31	7870	A
USGS	09427520	2016-11-01	7440	A
USGS	09427520	2016-11-02	6880	A
USGS	09427520	2016-11-03	4730	A
USGS	09427520	2016-11-04	7170	A
USGS	09427520	2016-11-05	7410	A
USGS	09427520	2016-11-06	7730	A
USGS	09427520	2016-11-07	6960	A
USGS	09427520	2016-11-08	7940	A
USGS	09427520	2016-11-09	7170	A
USGS	09427520	2016-11-10	6060	A
USGS	09427520	2016-11-11	8100	A
USGS	09427520	2016-11-12	7650	A
USGS	09427520	2016-11-13	7020	A
USGS	09427520	2016-11-14	7550	A
USGS	09427520	2016-11-15	6660	A
USGS	09427520	2016-11-16	5760	A
USGS	09427520	2016-11-17	4140	A
USGS	09427520	2016-11-18	6740	A
USGS	09427520	2016-11-19	6970	A
USGS	09427520	2016-11-20	8040	A
USGS	09427520	2016-11-21	4970	A
USGS	09427520	2016-11-22	6990	A
USGS	09427520	2016-11-23	6390	A
USGS	09427520	2016-11-24	3820	A
USGS	09427520	2016-11-25	4900	A
USGS	09427520	2016-11-26	5240	A
USGS	09427520	2016-11-27	5920	A
USGS	09427520	2016-11-28	6030	A
USGS	09427520	2016-11-29	6190	A
USGS	09427520	2016-11-30	5700	A
USGS	09427520	2016-12-01	4300	A
USGS	09427520	2016-12-02	6910	A
USGS	09427520	2016-12-03	6410	A
USGS	09427520	2016-12-04	7340	A
USGS	09427520	2016-12-05	7120	A
USGS	09427520	2016-12-06	6970	A
USGS	09427520	2016-12-07	5790	A
USGS	09427520	2016-12-08	3990	A
USGS	09427520	2016-12-09	6490	A
USGS	09427520	2016-12-10	6580	A
USGS	09427520	2016-12-11	6690	A
USGS	09427520	2016-12-12	6140	A
USGS	09427520	2016-12-13	5800	A
USGS	09427520	2016-12-14	4610	A
USGS	09427520	2016-12-15	3410	A
USGS	09427520	2016-12-16	7310	A
USGS	09427520	2016-12-17	6050	A
USGS	09427520	2016-12-18	6020	A
USGS	09427520	2016-12-19	5310	A
USGS	09427520	2016-12-20	4320	A
USGS	09427520	2016-12-21	4840	A
USGS	09427520	2016-12-22	3390	A
USGS	09427520	2016-12-23	3020	A
USGS	09427520	2016-12-24	3060	A
USGS	09427520	2016-12-25	3080	A
USGS	09427520	2016-12-26	3610	A
USGS	09427520	2016-12-27	2930	A
USGS	09427520	2016-12-28	2680	A
USGS	09427520	2016-12-29	2890	A
USGS	09427520	2016-12-30	2820	A
USGS	09427520	2016-12-31	2930	A
USGS	09427520	2017-01-01	2950	A
USGS	09427520	2017-01-02	3850	A
USGS	09427520	2017-01-03	2380	A
USGS	09427520	2017-01-04	1620	A
USGS	09427520	2017-01-05	1620	A
USGS	09427520	2017-01-06	3030	A
USGS	09427520	2017-01-07	2580	A
USGS	09427520	2017-01-08	3200	A
USGS	09427520	2017-01-09	3100	A
USGS	09427520	2017-01-10	1610	A
USGS	09427520	2017-01-11	2860	A
USGS	09427520	2017-01-12	1600	A
USGS	09427520	2017-01-13	4150	A
USGS	09427520	2017-01-14	3070	A
USGS	09427520	2017-01-15	2600	A
USGS	09427520	2017-01-16	2070	A
USGS	09427520	2017-01-17	3220	A
USGS	09427520	2017-01-18	4570	A
USGS	09427520	2017-01-19	6780	A
USGS	09427520	2017-01-20	3820	A
USGS	09427520	2017-01-21	5550	A
USGS	09427520	2017-01-22	4470	A
USGS	09427520	2017-01-23	5040	A
USGS	09427520	2017-01-24	5320	A
USGS	09427520	2017-01-25	5480	A
USGS	09427520	2017-01-26	5170	A
USGS	09427520	2017-01-27	6830	A
USGS	09427520	2017-01-28	7550	A
USGS	09427520	2017-01-29	8450	A
USGS	09427520	2017-01-30	8500	A
USGS	09427520	2017-01-31	7860	A
USGS	09427520	2017-02-01	7130	A
USGS	09427520	2017-02-02	4780	A
USGS	09427520	2017-02-03	8750	A
USGS	09427520	2017-02-04	8700	A
USGS	09427520	2017-02-05	8860	A
USGS	09427520	2017-02-06	6350	A
USGS	09427520	2017-02-07	5600	A
USGS	09427520	2017-02-08	5760	A
USGS	09427520	2017-02-09	5070	A
USGS	09427520	2017-02-10	8900	A
USGS	09427520	2017-02-11	9440	A
USGS	09427520	2017-02-12	10100	A
USGS	09427520	2017-02-13	10200	A
USGS	09427520	2017-02-14	9230	A
USGS	09427520	2017-02-15	9410	A
USGS	09427520	2017-02-16	3900	A
USGS	09427520	2017-02-17	6460	A
USGS	09427520	2017-02-18	5150	A
USGS	09427520	2017-02-19	5170	A
USGS	09427520	2017-02-20	6450	A
USGS	09427520	2017-02-21	9060	A
USGS	09427520	2017-02-22	8570	A
USGS	09427520	2017-02-23	4830	A
USGS	09427520	2017-02-24	8660	A
USGS	09427520	2017-02-25	7990	A
USGS	09427520	2017-02-26	8490	A
USGS	09427520	2017-02-27	8230	A
USGS	09427520	2017-02-28	7960	A
USGS	09427520	2017-03-01	7600	A
USGS	09427520	2017-03-02	7910	A
USGS	09427520	2017-03-03	10500	A
USGS	09427520	2017-03-04	10200	A
USGS	09427520	2017-03-05	10800	A
USGS	09427520	2017-03-06	11000	A
USGS	09427520	2017-03-07	11800	A
USGS	09427520	2017-03-08	11400	A
USGS	09427520	2017-03-09	11000	A
USGS	09427520	2017-03-10	12500	A
USGS	09427520	2017-03-11	12600	A
USGS	09427520	2017-03-12	12400	A
USGS	09427520	2017-03-13	12700	A
USGS	09427520	2017-03-14	11500	A
USGS	09427520	2017-03-15	12300	A
USGS	09427520	2017-03-16	8630	A
USGS	09427520	2017-03-17	11800	A
USGS	09427520	2017-03-18	11500	A
USGS	09427520	2017-03-19	10800	A
USGS	09427520	2017-03-20	12000	A
USGS	09427520	2017-03-21	12300	A
USGS	09427520	2017-03-22	11300	A
USGS	09427520	2017-03-23	9210	A
USGS	09427520	2017-03-24	13900	A
USGS	09427520	2017-03-25	13900	A
USGS	09427520	2017-03-26	12700	A
USGS	09427520	2017-03-27	11600	A
USGS	09427520	2017-03-28	11500	A
USGS	09427520	2017-03-29	12200	A
USGS	09427520	2017-03-30	10200	A
USGS	09427520	2017-03-31	13600	A
USGS	09427520	2017-04-01	14100	A
USGS	09427520	2017-04-02	14000	A
USGS	09427520	2017-04-03	13500	A
USGS	09427520	2017-04-04	12400	A
USGS	09427520	2017-04-05	13000	A:e
USGS	09427520	2017-04-06	13600	A:e
USGS	09427520	2017-04-07	14200	A
USGS	09427520	2017-04-08	13900	A
USGS	09427520	2017-04-09	12200	A
USGS	09427520	2017-04-10	9760	A
USGS	09427520	2017-04-11	11700	A
USGS	09427520	2017-04-12	14400	A
USGS	09427520	2017-04-13	10700	A
USGS	09427520	2017-04-14	11500	A
USGS	09427520	2017-04-15	11600	A
USGS	09427520	2017-04-16	13000	A
USGS	09427520	2017-04-17	13600	A
USGS	09427520	2017-04-18	15200	A
USGS	09427520	2017-04-19	14100	A
USGS	09427520	2017-04-20	7330	A
USGS	09427520	2017-04-21	14700	A
USGS	09427520	2017-04-22	15500	A
USGS	09427520	2017-04-23	16600	A
USGS	09427520	2017-04-24	15000	A
USGS	09427520	2017-04-25	10500	A
USGS	09427520	2017-04-26	9840	A
USGS	09427520	2017-04-27	7320	A
USGS	09427520	2017-04-28	13300	A
USGS	09427520	2017-04-29	14000	A
USGS	09427520	2017-04-30	14200	A
USGS	09427520	2017-05-01	13200	A
USGS	09427520	2017-05-02	12900	A
USGS	09427520	2017-05-03	10400	A
USGS	09427520	2017-05-04	7280	A
USGS	09427520	2017-05-05	12600	A
USGS	09427520	2017-05-06	12800	A
USGS	09427520	2017-05-07	13700	A
USGS	09427520	2017-05-08	12400	A
USGS	09427520	2017-05-09	10900	A
USGS	09427520	2017-05-10	6040	A
USGS	09427520	2017-05-11	4380	A
USGS	09427520	2017-05-12	11100	A
USGS	09427520	2017-05-13	11100	A
USGS	09427520	2017-05-14	11700	A
USGS	09427520	2017-05-15	10500	A
USGS	09427520	2017-05-16	9440	A
USGS	09427520	2017-05-17	8860	A
USGS	09427520	2017-05-18	5850	A
USGS	09427520	2017-05-19	11800	A
USGS	09427520	2017-05-20	12700	A
USGS	09427520	2017-05-21	12200	A
USGS	09427520	2017-05-22	12700	A
USGS	09427520	2017-05-23	12300	A
USGS	09427520	2017-05-24	11800	A
USGS	09427520	2017-05-25	6960	A
USGS	09427520	2017-05-26	14200	A
USGS	09427520	2017-05-27	12600	A
USGS	09427520	2017-05-28	11500	A
USGS	09427520	2017-05-29	12200	A
USGS	09427520	2017-05-30	11300	A
USGS	09427520	2017-05-31	11200	A
USGS	09427520	2017-06-01	6250	A
USGS	09427520	2017-06-02	12400	A
USGS	09427520	2017-06-03	11900	A
USGS	09427520	2017-06-04	13300	A
USGS	09427520	2017-06-05	13500	A
USGS	09427520	2017-06-06	13000	A
USGS	09427520	2017-06-07	11500	A
USGS	09427520	2017-06-08	8640	A
USGS	09427520	2017-06-09	12400	A
USGS	09427520	2017-06-10	13300	A
USGS	09427520	2017-06-11	13400	A
USGS	09427520	2017-06-12	13600	A
USGS	09427520	2017-06-13	13700	A
USGS	09427520	2017-06-14	13700	A
USGS	09427520	2017-06-15	8480	A
USGS	09427520	2017-06-16	13800	A
USGS	09427520	2017-06-17	12800	A
USGS	09427520	2017-06-18	13400	A
USGS	09427520	2017-06-19	11100	A
USGS	09427520	2017-06-20	11100	A
USGS	09427520	2017-06-21	11400	A
USGS	09427520	2017-06-22	9180	A
USGS	09427520	2017-06-23	13600	A
USGS	09427520	2017-06-24	13700	A
USGS	09427520	2017-06-25	13400	A
USGS	09427520	2017-06-26	13800	A
USGS	09427520	2017-06-27	14000	A
USGS	09427520	2017-06-28	13600	A
USGS	09427520	2017-06-29	8270	A
USGS	09427520	2017-06-30	13600	A
USGS	09427520	2017-07-01	13000	A
USGS	09427520	2017-07-02	13800	A
USGS	09427520	2017-07-03	12600	A
USGS	09427520	2017-07-04	14600	A
USGS	09427520	2017-07-05	12000	A
USGS	09427520	2017-07-06	7730	A
USGS	09427520	2017-07-07	13000	A
USGS	09427520	2017-07-08	13100	A
USGS	09427520	2017-07-09	12900	A
USGS	09427520	2017-07-10	12900	A
USGS	09427520	2017-07-11	12800	A
USGS	09427520	2017-07-12	10200	A
USGS	09427520	2017-07-13	6540	A
USGS	09427520	2017-07-14	11800	A
USGS	09427520	2017-07-15	11800	A
USGS	09427520	2017-07-16	12300	A
USGS	09427520	2017-07-17	12400	A
USGS	09427520	2017-07-18	13500	A
USGS	09427520	2017-07-19	12100	A
USGS	09427520	2017-07-20	6890	A
USGS	09427520	2017-07-21	10100	A
USGS	09427520	2017-07-22	11600	A
USGS	09427520	2017-07-23	12000	A
USGS	09427520	2017-07-24	9470	A
USGS	09427520	2017-07-25	7860	A
USGS	09427520	2017-07-26	7600	A
USGS	09427520	2017-07-27	7830	A
USGS	09427520	2017-07-28	13100	A
USGS	09427520	2017-07-29	12200	A
USGS	09427520	2017-07-30	10700	A
USGS	09427520	2017-07-31	8050	A
USGS	09427520	2017-08-01	6840	A
USGS	09427520	2017-08-02	7760	A
USGS	09427520	2017-08-03	8320	A
USGS	09427520	2017-08-04	11700	A
USGS	09427520	2017-08-05	10500	A
USGS	09427520	2017-08-06	9630	A
USGS	09427520	2017-08-07	7630	A
USGS	09427520	2017-08-08	10600	A
USGS	09427520	2017-08-09	6120	A
USGS	09427520	2017-08-10	8380	A
USGS	09427520	2017-08-11	11000	A
USGS	09427520	2017-08-12	10600	A
USGS	09427520	2017-08-13	10500	A
USGS	09427520	2017-08-14	11500	A
USGS	09427520	2017-08-15	12700	A
USGS	09427520	2017-08-16	9950	A
USGS	09427520	2017-08-17	5320	A
USGS	09427520	2017-08-18	9930	A
USGS	09427520	2017-08-19	13100	A
USGS	09427520	2017-08-20	12100	A
USGS	09427520	2017-08-21	10200	A
USGS	09427520	2017-08-22	10700	A
USGS	09427520	2017-08-23	8260	A
USGS	09427520	2017-08-24	5620	A
USGS	09427520	2017-08-25	9900	A
USGS	09427520	2017-08-26	9680	A
USGS	09427520	2017-08-27	9290	A
USGS	09427520	2017-08-28	9290	A
USGS	09427520	2017-08-29	9010	A
USGS	09427520	2017-08-30	8680	A
USGS	09427520	2017-08-31	7750	A
USGS	09427520	2017-09-01	8990	A
USGS	09427520	2017-09-02	9750	A
USGS	09427520	2017-09-03	9330	A
USGS	09427520	2017-09-04	10600	A
USGS	09427520	2017-09-05	8130	A
USGS	09427520	2017-09-06	6810	A
USGS	09427520	2017-09-07	5130	A
USGS	09427520	2017-09-08	8440	A
USGS	09427520	2017-09-09	5290	A
USGS	09427520	2017-09-10	6720	A
USGS	09427520	2017-09-11	6110	A
USGS	09427520	2017-09-12	8000	A
USGS	09427520	2017-09-13	7560	A
USGS	09427520	2017-09-14	4450	A
USGS	09427520	2017-09-15	8200	A
USGS	09427520	2017-09-16	9160	A
USGS	09427520	2017-09-17	10100	A
USGS	09427520	2017-09-18	8410	A
USGS	09427520	2017-09-19	8720	A
USGS	09427520	2017-09-20	8380	A
USGS	09427520	2017-09-21	4690	A
USGS	09427520	2017-09-22	9710	A
USGS	09427520	2017-09-23	10300	A
USGS	09427520	2017-09-24	11000	A
USGS	09427520	2017-09-25	9650	A
USGS	09427520	2017-09-26	8640	A
USGS	09427520	2017-09-27	8090	A
USGS	09427520	2017-09-28	4860	A
USGS	09427520	2017-09-29	8290	A
USGS	09427520	2017-09-30	7170	A
USGS	09427520	2017-10-01	8390	A
USGS	09427520	2017-10-02	7770	A
USGS	09427520	2017-10-03	8720	A
USGS	09427520	2017-10-04	7190	A
USGS	09427520	2017-10-05	4990	A
USGS	09427520	2017-10-06	8710	A
USGS	09427520	2017-10-07	9470	A
USGS	09427520	2017-10-08	9290	A
USGS	09427520	2017-10-09	8590	A
USGS	09427520	2017-10-10	8480	A
USGS	09427520	2017-10-11	7860	A
USGS	09427520	2017-10-12	4780	A
USGS	09427520	2017-10-13	8640	A
USGS	09427520	2017-10-14	8140	A
USGS	09427520	2017-10-15	7990	A
USGS	09427520	2017-10-16	7510	A
USGS	09427520	2017-10-17	6820	A
USGS	09427520	2017-10-18	7320	A
USGS	09427520	2017-10-19	4860	A
USGS	09427520	2017-10-20	8090	A
USGS	09427520	2017-10-21	7450	A
USGS	09427520	2017-10-22	7570	A
USGS	09427520	2017-10-23	6910	A
USGS	09427520	2017-10-24	8080	A
USGS	09427520	2017-10-25	7690	A
USGS	09427520	2017-10-26	4540	A
USGS	09427520	2017-10-27	6740	A
USGS	09427520	2017-10-28	6890	A
USGS	09427520	2017-10-29	7460	A
USGS	09427520	2017-10-30	6980	A
USGS	09427520	2017-10-31	6660	A
USGS	09427520	2017-11-01	5290	A
USGS	09427520	2017-11-02	4340	A
USGS	09427520	2017-11-03	6860	A
USGS	09427520	2017-11-04	7900	A
USGS	09427520	2017-11-05	6460	A
USGS	09427520	2017-11-06	6760	A
USGS	09427520	2017-11-07	6140	A
USGS	09427520	2017-11-08	7000	A
USGS	09427520	2017-11-09	5110	A
USGS	09427520	2017-11-10	7410	A
USGS	09427520	2017-11-11	6110	A
USGS	09427520	2017-11-12	5930	A
USGS	09427520	2017-11-13	4830	A
USGS	09427520	2017-11-14	5130	A
USGS	09427520	2017-11-15	6630	A
USGS	09427520	2017-11-16	3760	A
USGS	09427520	2017-11-17	6600	A
USGS	09427520	2017-11-18	6310	A
USGS	09427520	2017-11-19	6200	A
USGS	09427520	2017-11-20	3950	A
USGS	09427520	2017-11-21	4930	A
USGS	09427520	2017-11-22	6140	A
USGS	09427520	2017-11-23	5150	A
USGS	09427520	2017-11-24	5620	A
USGS	09427520	2017-11-25	5660	A
USGS	09427520	2017-11-26	5320	A
USGS	09427520	2017-11-27	5550	A
USGS	09427520	2017-11-28	6100	A
USGS	09427520	2017-11-29	5610	A
USGS	09427520	2017-11-30	4730	A
USGS	09427520	2017-12-01	6490	A
USGS	09427520	2017-12-02	5810	A
USGS	09427520	2017-12-03	6520	A
USGS	09427520	2017-12-04	5840	A
USGS	09427520	2017-12-05	5780	A
USGS	09427520	2017-12-06	5900	A
USGS	09427520	2017-12-07	6760	A
USGS	09427520	2017-12-08	7520	A
USGS	09427520	2017-12-09	6690	A
USGS	09427520	2017-12-10	6330	A
USGS	09427520	2017-12-11	5650	A
USGS	09427520	2017-12-12	5710	A
USGS	09427520	2017-12-13	6010	A
USGS	09427520	2017-12-14	5010	A
USGS	09427520	2017-12-15	6190	A
USGS	09427520	2017-12-16	5860	A
USGS	09427520	2017-12-17	5900	A
USGS	09427520	2017-12-18	4350	A
USGS	09427520	2017-12-19	5540	A
USGS	09427520	2017-12-20	6790	A
USGS	09427520	2017-12-21	3140	A
USGS	09427520	2017-12-22	2950	A
USGS	09427520	2017-12-23	5620	A
USGS	09427520	2017-12-24	5640	A
USGS	09427520	2017-12-25	6100	A
USGS	09427520	2017-12-26	6330	A
USGS	09427520	2017-12-27	4820	A
USGS	09427520	2017-12-28	2970	A
USGS	09427520	2017-12-29	2970	A
USGS	09427520	2017-12-30	4920	A
USGS	09427520	2017-12-31	4830	A
USGS	09427520	2018-01-01	4930	A
USGS	09427520	2018-01-02	3590	A
USGS	09427520	2018-01-03	3150	A
USGS	09427520	2018-01-04	2440	A
USGS	09427520	2018-01-05	4080	A
USGS	09427520	2018-01-06	5300	A
USGS	09427520	2018-01-07	5060	A
USGS	09427520	2018-01-08	4800	A
USGS	09427520	2018-01-09	4070	A
USGS	09427520	2018-01-10	3350	A
USGS	09427520	2018-01-11	2700	A
USGS	09427520	2018-01-12	4670	A
USGS	09427520	2018-01-13	5220	A
USGS	09427520	2018-01-14	5950	A
USGS	09427520	2018-01-15	6150	A
USGS	09427520	2018-01-16	5760	A
USGS	09427520	2018-01-17	4850	A
USGS	09427520	2018-01-18	4690	A
USGS	09427520	2018-01-19	6270	A
USGS	09427520	2018-01-20	6940	A
USGS	09427520	2018-01-21	7260	A
USGS	09427520	2018-01-22	7830	A
USGS	09427520	2018-01-23	6420	A
USGS	09427520	2018-01-24	6670	A
USGS	09427520	2018-01-25	4790	A
USGS	09427520	2018-01-26	7080	A
USGS	09427520	2018-01-27	6790	A
USGS	09427520	2018-01-28	7190	A
USGS	09427520	2018-01-29	7910	A
USGS	09427520	2018-01-30	8420	A
USGS	09427520	2018-01-31	8180	A
USGS	09427520	2018-02-01	4940	A
USGS	09427520	2018-02-02	7580	A
USGS	09427520	2018-02-03	6820	A
USGS	09427520	2018-02-04	7650	A
USGS	09427520	2018-02-05	8600	A
USGS	09427520	2018-02-06	9260	A
USGS	09427520	2018-02-07	9170	A
USGS	09427520	2018-02-08	5110	A
USGS	09427520	2018-02-09	8660	A
USGS	09427520	2018-02-10	8350	A
USGS	09427520	2018-02-11	8550	A
USGS	09427520	2018-02-12	8630	A
USGS	09427520	2018-02-13	8970	A
USGS	09427520	2018-02-14	8950	A
USGS	09427520	2018-02-15	7150	A
USGS	09427520	2018-02-16	9330	A
USGS	09427520	2018-02-17	8380	A
USGS	09427520	2018-02-18	8170	A
USGS	09427520	2018-02-19	8780	A
USGS	09427520	2018-02-20	8340	A
USGS	09427520	2018-02-21	9600	A
USGS	09427520	2018-02-22	6670	A
USGS	09427520	2018-02-23	7510	A
USGS	09427520	2018-02-24	8510	A
USGS	09427520	2018-02-25	7450	A
USGS	09427520	2018-02-26	7420	A
USGS	09427520	2018-02-27	7720	A
USGS	09427520	2018-02-28	7730	A
USGS	09427520	2018-03-01	7070	A
USGS	09427520	2018-03-02	10100	A
USGS	09427520	2018-03-03	9450	A
USGS	09427520	2018-03-04	10600	A
USGS	09427520	2018-03-05	10500	A
USGS	09427520	2018-03-06	10400	A
USGS	09427520	2018-03-07	11400	A
USGS	09427520	2018-03-08	5230	A
USGS	09427520	2018-03-09	9030	A
USGS	09427520	2018-03-10	9090	A
USGS	09427520	2018-03-11	8920	A
USGS	09427520	2018-03-12	9810	A
USGS	09427520	2018-03-13	10300	A
USGS	09427520	2018-03-14	8860	A
USGS	09427520	2018-03-15	6090	A
USGS	09427520	2018-03-16	12500	A
USGS	09427520	2018-03-17	11700	A
USGS	09427520	2018-03-18	10900	A
USGS	09427520	2018-03-19	9140	A
USGS	09427520	2018-03-20	10500	A
USGS	09427520	2018-03-21	12100	A
USGS	09427520	2018-03-22	6890	A
USGS	09427520	2018-03-23	12100	A
USGS	09427520	2018-03-24	12200	A
USGS	09427520	2018-03-25	11400	A
USGS	09427520	2018-03-26	11100	A
USGS	09427520	2018-03-27	11000	A
USGS	09427520	2018-03-28	12800	A
USGS	09427520	2018-03-29	8540	A
USGS	09427520	2018-03-30	10500	A
USGS	09427520	2018-03-31	9940	A
USGS	09427520	2018-04-01	11200	A
USGS	09427520	2018-04-02	12200	A
USGS	09427520	2018-04-03	12200	A
USGS	09427520	2018-04-04	13500	A
USGS	09427520	2018-04-05	8580	A
USGS	09427520	2018-04-06	13000	A
USGS	09427520	2018-04-07	13800	A
USGS	09427520	2018-04-08	13400	A
USGS	09427520	2018-04-09	11000	A
USGS	09427520	2018-04-10	10600	A
USGS	09427520	2018-04-11	11500	A
USGS	09427520	2018-04-12	11300	A
USGS	09427520	2018-04-13	12500	A
USGS	09427520	2018-04-14	13400	A
USGS	09427520	2018-04-15	13600	A
USGS	09427520	2018-04-16	13000	A
USGS	09427520	2018-04-17	13000	A
USGS	09427520	2018-04-18	12100	A
USGS	09427520	2018-04-19	10600	A
USGS	09427520	2018-04-20	12900	A
USGS	09427520	2018-04-21	12800	A
USGS	09427520	2018-04-22	12300	A
USGS	09427520	2018-04-23	12000	A
USGS	09427520	2018-04-24	13000	A
USGS	09427520	2018-04-25	12100	A
USGS	09427520	2018-04-26	10100	A
USGS	09427520	2018-04-27	13900	A
USGS	09427520	2018-04-28	13900	A
USGS	09427520	2018-04-29	12700	A
USGS	09427520	2018-04-30	11700	A
USGS	09427520	2018-05-01	10900	A
USGS	09427520	2018-05-02	11000	A
USGS	09427520	2018-05-03	8380	A
USGS	09427520	2018-05-04	13500	A
USGS	09427520	2018-05-05	13900	A
USGS	09427520	2018-05-06	13600	A
USGS	09427520	2018-05-07	12700	A
USGS	09427520	2018-05-08	12600	A
USGS	09427520	2018-05-09	11700	A
USGS	09427520	2018-05-10	9250	A
USGS	09427520	2018-05-11	14400	A
USGS	09427520	2018-05-12	14100	A
USGS	09427520	2018-05-13	11700	A
USGS	09427520	2018-05-14	10900	A
USGS	09427520	2018-05-15	10000	A
USGS	09427520	2018-05-16	11300	A
USGS	09427520	2018-05-17	7810	A
USGS	09427520	2018-05-18	14300	A
USGS	09427520	2018-05-19	12800	A
USGS	09427520	2018-05-20	11100	A
USGS	09427520	2018-05-21	11300	A
USGS	09427520	2018-05-22	10100	A
USGS	09427520	2018-05-23	8800	A
USGS	09427520	2018-05-24	7200	A
USGS	09427520	2018-05-25	14100	A
USGS	09427520	2018-05-26	12400	A
USGS	09427520	2018-05-27	11200	A
USGS	09427520	2018-05-28	10100	A
USGS	09427520	2018-05-29	10900	A
USGS	09427520	2018-05-30	12300	A
USGS	09427520	2018-05-31	8810	A
USGS	09427520	2018-06-01	14000	A
USGS	09427520	2018-06-02	14100	A
USGS	09427520	2018-06-03	14500	A
USGS	09427520	2018-06-04	13700	A
USGS	09427520	2018-06-05	14700	A
USGS	09427520	2018-06-06	14200	A
USGS	09427520	2018-06-07	10200	A
USGS	09427520	2018-06-08	11400	A
USGS	09427520	2018-06-09	12000	A
USGS	09427520	2018-06-10	12800	A
USGS	09427520	2018-06-11	12400	A
USGS	09427520	2018-06-12	11200	A
USGS	09427520	2018-06-13	9880	A
USGS	09427520	2018-06-14	11700	A
USGS	09427520	2018-06-15	13900	A
USGS	09427520	2018-06-16	14300	A
USGS	09427520	2018-06-17	13100	A
USGS	09427520	2018-06-18	12700	A
USGS	09427520	2018-06-19	12200	A
USGS	09427520	2018-06-20	11700	A
USGS	09427520	2018-06-21	6450	A
USGS	09427520	2018-06-22	12600	A
USGS	09427520	2018-06-23	13500	A
USGS	09427520	2018-06-24	14100	A
USGS	09427520	2018-06-25	12700	A
USGS	09427520	2018-06-26	11800	A
USGS	09427520	2018-06-27	10100	A
USGS	09427520	2018-06-28	8930	A
USGS	09427520	2018-06-29	14700	A
USGS	09427520	2018-06-30	14000	A
USGS	09427520	2018-07-01	12600	A
USGS	09427520	2018-07-02	10700	A
USGS	09427520	2018-07-03	13300	A
USGS	09427520	2018-07-04	12900	A
USGS	09427520	2018-07-05	5900	A
USGS	09427520	2018-07-06	11900	A
USGS	09427520	2018-07-07	11000	A
USGS	09427520	2018-07-08	12300	A
USGS	09427520	2018-07-09	11600	A
USGS	09427520	2018-07-10	11600	A
USGS	09427520	2018-07-11	10900	A
USGS	09427520	2018-07-12	6230	A
USGS	09427520	2018-07-13	11900	A
USGS	09427520	2018-07-14	13400	A
USGS	09427520	2018-07-15	11900	A
USGS	09427520	2018-07-16	11100	A
USGS	09427520	2018-07-17	12500	A
USGS	09427520	2018-07-18	14200	A
USGS	09427520	2018-07-19	7210	A
USGS	09427520	2018-07-20	9890	A
USGS	09427520	2018-07-21	10500	A
USGS	09427520	2018-07-22	10300	A
USGS	09427520	2018-07-23	10100	A
